Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers (U.K.) Limited
Statement,Data,BrokerAddress,"20 Fenchurch Street, Floor 12, London EC3M 3BY, UK. Authorised and regulated by the Financial Conduct Authority"
Statement,Data,Title,Realized Summary
Statement,Data,Period,"February 21, 2025 - January 28, 2026"
Statement,Data,WhenGenerated,"2026-01-29, 13:15:16 EST"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,CAESARIS DENARII LIMITED
Account Information,Data,Account Alias,Master
Account Information,Data,Account,U17419949
Account Information,Data,Accounts Included,"U17419949, U17419949F"
Account Information,Data,Account Type,Institution Master
Account Information,Data,Customer Type,Corporate
Account Information,Data,Account Capabilities,Margin
Account Information,Data,Base Currency,GBP
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,0,0.000043899,-0.004876883,-0.004832984,-0.004832984
Net Asset Value,Data,Interest Accruals,0,19.83,0,19.83,19.83
Net Asset Value,Data,Total,0,19.830043899,-0.004876883,19.825167016,19.825167016
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,28.528015695%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,0
Change in NAV,Data,Details not available,
Change in NAV,Data,Ending Value,19.825167016
Realized & Unrealized Performance Summary,Header,Asset Category,Symbol,Cost Adj.,Realized S/T Profit,Realized S/T Loss,Realized L/T Profit,Realized L/T Loss,Realized Total,Unrealized S/T Profit,Unrealized S/T Loss,Unrealized L/T Profit,Unrealized L/T Loss,Unrealized Total,Total,Code
Trades,Data,Order,Equity and Index Options,USD,INDV 20FEB26 36 P,"2025-12-12, 10:46:35",8,3.1,-2480,-5.3128,2485.3128,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,INDV 20FEB26 36 P,"2025-12-19, 14:31:25",-8,3.19,2552,-5.33512,-2485.3128,61.35208,2.468585846,C;P
Trades,SubTotal,,Equity and Index Options,USD,INDV 20FEB26 36 P,,0,,72,-10.64792,0,61.35208,2.47,
Trades,Data,Order,Equity and Index Options,USD,IONQ 16JAN26 46 C,"2025-11-14, 09:43:58",70,7.311714286,-51182,-48.713,51230.713,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,IONQ 16JAN26 46 C,"2025-12-05, 16:20:00",-70,0,0,0,-51230.713,0,0,C;Ex
Trades,SubTotal,,Equity and Index Options,USD,IONQ 16JAN26 46 C,,0,,-51182,-48.713,0,0,0.00,
Trades,Data,Order,Equity and Index Options,USD,IRMD 17APR26 94.5 P,"2025-12-29, 09:45:49",-5,4.88,2440,-3.33445,-3053.3205,-616.65495,-20.196207702,C;P
Trades,SubTotal,,Equity and Index Options,USD,IRMD 17APR26 94.5 P,,-5,,2440,-3.33445,-3053.3205,-616.65495,-20.20,
Trades,Data,Order,Equity and Index Options,USD,IRMD 17APR26 95 P,"2025-12-12, 10:38:08",5,6.1,-3050,-3.3205,3053.3205,0,0,O
Trades,SubTotal,,Equity and Index Options,USD,IRMD 17APR26 95 P,,5,,-3050,-3.3205,3053.3205,0,0.00,
Trades,Data,Order,Equity and Index Options,USD,IWM 16JAN26 236 C,"2025-11-17, 11:18:54",55,9.22,-50710,-38.2745,50748.2745,0,0,O
Trades,Data,Order,Equity and Index Options,USD,IWM 16JAN26 236 C,"2025-12-05, 14:53:38",-55,17.71,97405,-36.67895,-50748.2745,46620.04655,91.865284109,C;P
Trades,SubTotal,,Equity and Index Options,USD,IWM 16JAN26 236 C,,0,,46695,-74.95345,0,46620.04655,91.87,
Trades,Data,Order,Equity and Index Options,USD,JHX 20MAR26 20 C,"2025-08-21, 14:26:49",50,2.73,-13650,-35.0725,13685.0725,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,JHX 20MAR26 20 C,"2025-08-22, 15:51:32",10,3.29,-3290,-7.0145,3297.0145,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,JHX 20MAR26 20 C,"2025-08-22, 15:52:23",20,3.29,-6580,-14.029,6594.029,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,JHX 20MAR26 20 C,"2025-09-11, 14:00:01",-80,2.78,22240,-56.2752,-23576.116,-1392.3912,-5.905939723,C
Trades,SubTotal,,Equity and Index Options,USD,JHX 20MAR26 20 C,,0,,-1280,-112.3912,0,-1392.3912,-5.91,
Trades,Data,Order,Equity and Index Options,USD,KMI 15JAN27 30 C,"2025-10-17, 09:36:41",70,1.664428571,-11651,-48.713,11699.713,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,KMI 15JAN27 30 C,"2025-10-27, 10:28:19",-1,1.16,116,-1.04869,-168.0459,-53.09459,-31.595290334,C
Trades,Data,Order,Equity and Index Options,USD,KMI 15JAN27 30 C,"2025-10-27, 10:28:28",-69,1.16,8004,-48.20961,-11531.6671,-3575.87671,-31.00919129,C
Trades,SubTotal,,Equity and Index Options,USD,KMI 15JAN27 30 C,,0,,-3531,-97.9713,0,-3628.9713,-31.02,
Trades,Data,Order,Equity and Index Options,USD,KR 18JUL25 67.5 P,"2025-04-14, 14:57:02",4,2.68,-1072,-2.839,1074.839,0,0,O
Trades,Data,Order,Equity and Index Options,USD,KR 18JUL25 67.5 P,"2025-05-16, 12:18:13",-1,2.48,248,-0.71074,-268.70975,-21.42049,-7.971608771,C
Trades,Data,Order,Equity and Index Options,USD,KR 18JUL25 67.5 P,"2025-05-20, 10:30:59",-1,1.81,181,-1.06074,-268.70975,-88.77049,-33.035827691,C
Trades,Data,Order,Equity and Index Options,USD,KR 18JUL25 67.5 P,"2025-05-23, 14:55:06",-1,2.13,213,-1.06074,-268.70975,-56.77049,-21.127067403,C
Trades,Data,Order,Equity and Index Options,USD,KR 18JUL25 67.5 P,"2025-06-05, 13:02:11",-1,3.05,305,-0.81074,-268.70975,35.47951,13.203655617,C
Trades,SubTotal,,Equity and Index Options,USD,KR 18JUL25 67.5 P,,0,,-125,-6.48196,0,-131.48196,-12.23,
Trades,Data,Order,Equity and Index Options,USD,LITE 20MAR26 340 P,"2025-12-12, 10:44:30",1,63.16,-6316,-1.0141,6317.0141,0,0,O
Trades,Data,Order,Equity and Index Options,USD,LITE 20MAR26 340 P,"2025-12-29, 09:44:50",-1,41.23,4123,-1.01689,-6317.0141,-2195.03099,-34.747919749,C
Trades,SubTotal,,Equity and Index Options,USD,LITE 20MAR26 340 P,,0,,-2193,-2.03099,0,-2195.03099,-34.75,
Trades,Data,Order,Equity and Index Options,USD,LLY 16JAN26 740 C,"2025-08-27, 14:40:52",2,62.24,-12448,-1.4029,12449.4029,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,LLY 16JAN26 740 C,"2025-09-17, 14:22:41",-2,75.81,15162,-1.40688,-12449.4029,2711.19022,21.777672727,C;P
Trades,SubTotal,,Equity and Index Options,USD,LLY 16JAN26 740 C,,0,,2714,-2.80978,0,2711.19022,21.78,
Trades,Data,Order,Equity and Index Options,USD,META 18JUL25 730 C,"2025-07-03, 09:34:08",2,15.25,-3050,-0.8473,3050.8473,0,0,O
Trades,Data,Order,Equity and Index Options,USD,META 18JUL25 730 C,"2025-07-08, 10:58:18",-2,7.94,1588,-1.41288,-3050.8473,-1464.26018,-47.995197269,C;P
Trades,SubTotal,,Equity and Index Options,USD,META 18JUL25 730 C,,0,,-1462,-2.26018,0,-1464.26018,-48.00,
Trades,Data,Order,Equity and Index Options,USD,MP 15JAN27 85 C,"2025-10-17, 09:30:26",1,29.47,-2947,-1.0459,2948.0459,0,0,O
Trades,Data,Order,Equity and Index Options,USD,MP 15JAN27 85 C,"2025-10-17, 09:34:32",10,29.36,-29360,-6.959,29366.959,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,MP 15JAN27 85 C,"2025-10-27, 10:28:56",-11,17.18,18898,-7.68559,-32315.0049,-13424.69049,-41.543210442,C
Trades,SubTotal,,Equity and Index Options,USD,MP 15JAN27 85 C,,0,,-13409,-15.69049,0,-13424.69049,-41.54,
Trades,Data,Order,Equity and Index Options,USD,MRVL 17OCT25 65 C,"2025-08-29, 10:17:54",20,4.59,-9180,-14.029,9194.029,0,0,O
Trades,Data,Order,Equity and Index Options,USD,MRVL 17OCT25 65 C,"2025-09-11, 13:59:19",-20,4.82,9640,-14.0688,-9194.029,431.9022,4.697638,C
Trades,SubTotal,,Equity and Index Options,USD,MRVL 17OCT25 65 C,,0,,460,-28.0978,0,431.9022,4.70,
Trades,Data,Order,Equity and Index Options,USD,MSGE 17APR26 50 P,"2025-12-12, 13:42:39",12,2.43,-2916,-7.9692,2923.9692,0,0,O
Trades,Data,Order,Equity and Index Options,USD,MSGE 17APR26 50 P,"2025-12-19, 10:28:56",-12,2.97,3564,-8.00268,-2923.9692,632.02812,21.615416469,C;P
Trades,SubTotal,,Equity and Index Options,USD,MSGE 17APR26 50 P,,0,,648,-15.97188,0,632.02812,21.62,
Trades,Data,Order,Equity and Index Options,USD,NKE 17APR25 55 C,"2025-04-14, 09:36:41",1,1.84,-184,-0.77725,184.77725,0,0,O
Trades,Data,Order,Equity and Index Options,USD,NKE 17APR25 55 C,"2025-04-15, 10:46:08",-1,1.06,106,-0.7129868,-184.77725,-79.490237,-43.019493471,C
Trades,SubTotal,,Equity and Index Options,USD,NKE 17APR25 55 C,,0,,-78,-1.4902368,0,-79.490237,-43.02,
Trades,Data,Order,Equity and Index Options,USD,NOK 17APR25 4.5 P,"2025-04-14, 11:31:57",1,0.01,-1,-1.05975,2.05975,0,0,O
Trades,Data,Order,Equity and Index Options,USD,NOK 17APR25 4.5 P,"2025-04-15, 10:16:27",-1,0.01,1,-0.8100678,-2.05975,-1.869818,-90.778880932,C
Trades,SubTotal,,Equity and Index Options,USD,NOK 17APR25 4.5 P,,0,,0,-1.8698178,0,-1.869818,-90.78,
Trades,Data,Order,Equity and Index Options,USD,NU 16JAN26 15 C,"2025-08-27, 14:39:41",80,1.27,-10160,-55.496,10215.496,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,NU 16JAN26 15 C,"2025-09-18, 13:27:44",-80,2.06,16480,-56.2752,-10215.496,6208.2288,60.772661455,C;P
Trades,SubTotal,,Equity and Index Options,USD,NU 16JAN26 15 C,,0,,6320,-111.7712,0,6208.2288,60.77,
Trades,Data,Order,Equity and Index Options,USD,NVDA 19SEP25 175 C,"2025-08-20, 13:24:51",10,8.52,-8520,-7.0145,8527.0145,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,NVDA 19SEP25 175 C,"2025-08-21, 12:53:54",1,9.06,-906,-1.05145,907.05145,0,0,O
Trades,Data,Order,Equity and Index Options,USD,NVDA 19SEP25 175 C,"2025-08-21, 12:54:30",19,9.05,-17195,-5.34755,17200.34755,0,0,O
Trades,Data,Order,Equity and Index Options,USD,NVDA 19SEP25 175 C,"2025-08-21, 12:56:08",10,9.08,-9080,-4.5145,9084.5145,0,0,O
Trades,Data,Order,Equity and Index Options,USD,NVDA 19SEP25 175 C,"2025-09-11, 13:56:09",-1,4.57,457,-1.05344,-852.70145,-396.75489,-46.529167975,C
Trades,Data,Order,Equity and Index Options,USD,NVDA 19SEP25 175 C,"2025-09-11, 13:56:44",-39,4.59,17901,-27.43416,-34866.22655,-16992.66071,-48.73673578,C;P
Trades,SubTotal,,Equity and Index Options,USD,NVDA 19SEP25 175 C,,0,,-17343,-46.4156,0,-17389.4156,-48.68,
Trades,Data,Order,Equity and Index Options,USD,NVDA 19DEC25 186 C,"2025-11-13, 12:02:41",40,11.92,-47680,-27.836,47707.836,0,0,O
Trades,Data,Order,Equity and Index Options,USD,NVDA 19DEC25 186 C,"2025-11-28, 12:09:34",-40,3.57,14280,-27.9476,-47707.836,-33455.7836,-70.126390977,C;P
Trades,SubTotal,,Equity and Index Options,USD,NVDA 19DEC25 186 C,,0,,-33400,-55.7836,0,-33455.7836,-70.13,
Trades,Data,Order,Equity and Index Options,USD,NVO 16JAN26 57.5 C,"2025-08-27, 14:41:41",15,6.34,-9510,-10.52175,9520.52175,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,NVO 16JAN26 57.5 C,"2025-09-11, 13:59:01",-15,4.68,7020,-10.5516,-9520.52175,-2511.07335,-26.375375383,C;P
Trades,SubTotal,,Equity and Index Options,USD,NVO 16JAN26 57.5 C,,0,,-2490,-21.07335,0,-2511.07335,-26.38,
Trades,Data,Order,Equity and Index Options,USD,OKLO 16JAN26 75 C,"2025-09-04, 11:21:51",10,12.86,-12860,-7.0065,12867.0065,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,OKLO 16JAN26 75 C,"2025-09-18, 13:27:58",-1,40.36,4036,-1.05344,-1286.70065,2748.24591,213.588600425,C
Trades,Data,Order,Equity and Index Options,USD,OKLO 16JAN26 75 C,"2025-09-18, 13:28:02",-1,40.36,4036,-1.05344,-1286.70065,2748.24591,213.588600425,C
Trades,Data,Order,Equity and Index Options,USD,OKLO 16JAN26 75 C,"2025-09-18, 13:28:07",-8,40.305,32244,-5.62752,-10293.6052,21944.76728,213.188351929,C;P
Trades,SubTotal,,Equity and Index Options,USD,OKLO 16JAN26 75 C,,0,,27456,-14.7409,0,27441.2591,213.27,
Trades,Data,Order,Equity and Index Options,USD,OPEN 20FEB26 8 C,"2025-09-08, 09:32:04",50,2.5,-12500,-35.0325,12535.0325,0,0,O
Trades,Data,Order,Equity and Index Options,USD,OPEN 20FEB26 8 C,"2025-09-18, 13:28:18",-50,4.52,22600,-35.172,-12535.0325,10029.7955,80.014116437,C;P
Trades,SubTotal,,Equity and Index Options,USD,OPEN 20FEB26 8 C,,0,,10100,-70.2045,0,10029.7955,80.01,
Trades,Data,Order,Equity and Index Options,USD,OSCR 15JAN27 20 C,"2025-09-12, 09:30:02",15,7.1,-10650,4.49025,10645.50975,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,OSCR 15JAN27 20 C,"2025-09-17, 10:12:32",-1,5.5,550,-1.05344,-709.70065,-160.75409,-22.650971223,C
Trades,Data,Order,Equity and Index Options,USD,OSCR 15JAN27 20 C,"2025-09-17, 10:13:21",-14,5.5,7700,3.80184,-9935.8091,-2232.00726,-22.464272789,C;P
Trades,SubTotal,,Equity and Index Options,USD,OSCR 15JAN27 20 C,,0,,-2400,7.23865,0,-2392.76135,-22.48,
Trades,Data,Order,Equity and Index Options,USD,PLTR 19SEP25 155 C,"2025-08-21, 10:21:12",10,10.28,-10280,-7.0145,10287.0145,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,PLTR 19SEP25 155 C,"2025-09-11, 09:44:07",-1,12.4,1240,-1.05344,-1028.70145,210.24511,20.437913255,C
Trades,Data,Order,Equity and Index Options,USD,PLTR 19SEP25 155 C,"2025-09-11, 09:44:26",-9,12.21,10989,-6.33096,-9258.31305,1724.35599,18.624947987,C;P
Trades,SubTotal,,Equity and Index Options,USD,PLTR 19SEP25 155 C,,0,,1949,-14.3989,-0,1934.6011,18.81,
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 589.78 C,"2025-11-20, 14:51:25",20,25.58,-51160,-13.918,51173.918,0,0,O
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 589.78 C,"2025-12-04, 15:00:37",-20,40.67,81340,-13.3878,-51173.918,30152.6942,58.921996553,C;P
Trades,SubTotal,,Equity and Index Options,USD,QQQ 16JAN26 589.78 C,,0,,30180,-27.3058,0,30152.6942,58.92,
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 594.78 C,"2025-11-18, 10:11:38",20,26.14,-52280,-13.918,52293.918,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 594.78 C,"2025-12-04, 15:00:15",-20,36.62,73240,-13.3378,-52293.918,20932.7442,40.029022496,C;P
Trades,SubTotal,,Equity and Index Options,USD,QQQ 16JAN26 594.78 C,,0,,20960,-27.2558,0,20932.7442,40.03,
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 599.78 C,"2025-11-14, 09:33:26",20,25.26,-50520,-13.918,50533.918,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 599.78 C,"2025-11-21, 10:31:15",-20,17.22,34440,-13.9738,-50533.918,-16107.8918,-31.875406534,C
Trades,SubTotal,,Equity and Index Options,USD,QQQ 16JAN26 599.78 C,,0,,-16080,-27.8918,0,-16107.8918,-31.88,
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 604.78 C,"2025-11-07, 13:00:01",10,25.24,-25240,-6.959,25246.959,0,0,O
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 604.78 C,"2025-11-07, 13:00:48",10,25.37,-25370,-6.959,25376.959,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,QQQ 16JAN26 604.78 C,"2025-11-20, 16:14:28",-20,15.41,30820,-13.9738,-50623.918,-19817.8918,-39.147289627,C
Trades,SubTotal,,Equity and Index Options,USD,QQQ 16JAN26 604.78 C,,0,,-19790,-27.8918,-0,-19817.8918,-39.15,
Trades,Data,Order,Equity and Index Options,USD,RUT 16JAN26 2410 C,"2025-11-07, 10:29:31",5,102.4,-51200,-4.392,51204.392,0,0,O
Trades,Data,Order,Equity and Index Options,USD,RUT 16JAN26 2410 C,"2025-11-13, 11:19:14",5,98.39,-49195,-4.392,49199.392,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,RUT 16JAN26 2410 C,"2025-11-17, 11:16:09",-1,74.6,7460,-1.1959,-10240.8784,-2782.0743,-27.166363971,C
Trades,Data,Order,Equity and Index Options,USD,RUT 16JAN26 2410 C,"2025-11-17, 11:16:59",-9,74.72,67248,-7.9056,-90162.9056,-22922.8112,-25.423771614,C;P
Trades,SubTotal,,Equity and Index Options,USD,RUT 16JAN26 2410 C,,0,,-25687,-17.8855,0,-25704.8855,-25.60,
Trades,Data,Order,Equity and Index Options,USD,SEPN 17APR26 25 P,"2025-12-12, 10:24:04",10,3.69,-3690,-6.641,3696.641,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,SEPN 17APR26 25 P,"2025-12-29, 09:45:32",-10,2.03,2030,-6.6689,-3696.641,-1673.3099,-45.265685794,C;P
Trades,SubTotal,,Equity and Index Options,USD,SEPN 17APR26 25 P,,0,,-1660,-13.3099,0,-1673.3099,-45.27,
Trades,Data,Order,Equity and Index Options,USD,SERV 20MAR26 12 C,"2025-08-27, 14:38:27",30,3.07,-9210,-21.0435,9231.0435,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,SERV 20MAR26 12 C,"2025-09-17, 10:14:14",-1,3.03,303,-1.05344,-307.70145,-5.75489,-1.870283679,C
Trades,Data,Order,Equity and Index Options,USD,SERV 20MAR26 12 C,"2025-09-17, 10:14:33",-29,3.03,8787,-20.47226,-8923.34205,-156.81431,-1.757349535,C;P
Trades,SubTotal,,Equity and Index Options,USD,SERV 20MAR26 12 C,,0,,-120,-42.5692,0,-162.5692,-1.76,
Trades,Data,Order,Equity and Index Options,USD,TSLA 25JUL25 295 P,"2025-07-01, 09:33:44",2,19.55,-3910,-1.4073,3911.4073,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,TSLA 25JUL25 295 P,"2025-07-01, 11:46:05",-2,16.15,3230,-0.85288,-3911.4073,-682.26018,-17.442831382,C
Trades,SubTotal,,Equity and Index Options,USD,TSLA 25JUL25 295 P,,0,,-680,-2.26018,0,-682.26018,-17.44,
Trades,Data,Order,Equity and Index Options,USD,TSLA 16JAN26 405 C,"2025-11-13, 12:01:45",13,36.7,-47710,-5.4067,47715.4067,0,0,O
Trades,Data,Order,Equity and Index Options,USD,TSLA 16JAN26 405 C,"2025-12-05, 16:20:00",-13,0,0,0,-47715.4067,0,0,C;Ex
Trades,SubTotal,,Equity and Index Options,USD,TSLA 16JAN26 405 C,,0,,-47710,-5.4067,0,0,0.00,
Trades,Data,Order,Equity and Index Options,USD,TSLA 15JAN27 400 C,"2025-09-12, 14:58:55",1,107.38,-10738,-1.05315,10739.05315,0,0,O
Trades,Data,Order,Equity and Index Options,USD,TSLA 15JAN27 400 C,"2025-09-17, 14:21:58",-1,122.27,12227,-1.05344,-10739.05315,1486.89341,13.845665807,C
Trades,SubTotal,,Equity and Index Options,USD,TSLA 15JAN27 400 C,,0,,1489,-2.10659,0,1486.89341,13.85,
Trades,Data,Order,Equity and Index Options,USD,TTD 18SEP26 47.5 C,"2025-09-12, 09:30:11",10,10.8,-10800,-7.0065,10807.0065,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,TTD 18SEP26 47.5 C,"2025-09-17, 10:14:53",-10,10.95,10950,-7.0594,-10807.0065,135.9341,1.257833055,C
Trades,SubTotal,,Equity and Index Options,USD,TTD 18SEP26 47.5 C,,0,,150,-14.0659,0,135.9341,1.26,
Trades,Data,Order,Equity and Index Options,USD,UNH 15JAN27 360 C,"2025-09-12, 09:30:40",10,56.72,-56720,-4.5065,56724.5065,0,0,O
Trades,Data,Order,Equity and Index Options,USD,UNH 15JAN27 360 C,"2025-09-17, 14:21:03",-1,50.78,5078,-1.05594,-5672.45065,-595.50659,-10.498224255,C
Trades,Data,Order,Equity and Index Options,USD,UNH 15JAN27 360 C,"2025-09-17, 14:21:15",-9,50.692222222,45623,-5.79096,-51052.05585,-5434.84681,-10.645696279,C;P
Trades,SubTotal,,Equity and Index Options,USD,UNH 15JAN27 360 C,,0,,-6019,-11.3534,0,-6030.3534,-10.63,
Trades,Data,Order,Equity and Index Options,USD,USAR 15JAN27 30 C,"2025-10-17, 09:37:38",9,14.94,-13446,-6.2856,13452.2856,0,0,O
Trades,Data,Order,Equity and Index Options,USD,USAR 15JAN27 30 C,"2025-10-27, 10:28:42",-9,8.25,7425,-6.28821,-13452.2856,-6033.57381,-44.851663051,C;P
Trades,SubTotal,,Equity and Index Options,USD,USAR 15JAN27 30 C,,0,,-6021,-12.57381,0,-6033.57381,-44.85,
Trades,Data,Order,Equity and Index Options,USD,UUUU 15JAN27 20 C,"2025-10-17, 09:31:11",3,9.4,-2820,-2.0877,2822.0877,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,UUUU 15JAN27 20 C,"2025-10-27, 10:28:48",-3,8.31,2493,-2.09607,-2822.0877,-331.18377,-11.735417365,C;P
Trades,SubTotal,,Equity and Index Options,USD,UUUU 15JAN27 20 C,,0,,-327,-4.18377,0,-331.18377,-11.74,
Trades,Data,Order,Equity and Index Options,USD,UUUU 15JAN27 22 C,"2025-10-17, 09:35:44",30,9.683333333,-29050,-20.877,29070.877,0,0,O;P
Trades,Data,Order,Equity and Index Options,USD,UUUU 15JAN27 22 C,"2025-10-27, 10:28:36",-30,7.86,23580,-20.9607,-29070.877,-5511.8377,-18.959998008,C;P
Trades,SubTotal,,Equity and Index Options,USD,UUUU 15JAN27 22 C,,0,,-5470,-41.8377,0,-5511.8377,-18.96,
Trades,Data,Order,Equity and Index Options,USD,VSAT 15JAN27 32 C,"2025-09-12, 09:30:09",10,10.66,-10660,3.4935,10656.5065,0,0,O
Trades,Data,Order,Equity and Index Options,USD,VSAT 15JAN27 32 C,"2025-09-17, 10:13:56",-10,10.58,10580,-7.0344,-10656.5065,-83.5409,-0.783942655,C;P
Trades,SubTotal,,Equity and Index Options,USD,VSAT 15JAN27 32 C,,0,,-80,-3.5409,0,-83.5409,-0.78,
Trades,Data,Order,Equity and Index Options,USD,XLF 30JUN25 49 P,"2025-05-01, 14:31:14",1,1.6,-160,-0.77795,160.77795,0,0,O
Trades,Data,Order,Equity and Index Options,USD,XLF 30JUN25 49 P,"2025-05-16, 12:18:26",-1,0.43,43,-1.46074,-160.77795,-119.23869,-74.163583999,C
Trades,SubTotal,,Equity and Index Options,USD,XLF 30JUN25 49 P,,0,,-117,-2.23869,0,-119.23869,-74.16,
Trades,Total,,Equity and Index Options,USD,,,,,-110678,-1250.7555646,0,-12982.635865,, 
Trades,Total,,Equity and Index Options,GBP,,,,,-87276.8894,-932.65042394,3240.886072332,-10751.148287334,, 
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,Proceeds,Comm in GBP,,,,Code
Trades,Data,Order,Forex,DKK,GBP.DKK,"2025-10-20, 12:44:43",-9,8.60045,77.40405,-1.4896,,,,
Trades,Data,Order,Forex,DKK,GBP.DKK,"2025-10-22, 22:05:55",-0.4857,8.59215,4.173207255,0,,,,
Trades,Data,Order,Forex,DKK,GBP.DKK,"2025-11-07, 22:59:54",-0.0224,8.49925,0.1903832,0,,,,
Trades,SubTotal,,Forex,DKK,GBP.DKK,,-9.5081,,81.767640455,-1.4896,,,,
Trades,Data,Order,Forex,DKK,USD.DKK,"2025-09-17, 15:35:52",453,6.3068,-2856.9804,-1.4656,,,,
Trades,SubTotal,,Forex,DKK,USD.DKK,,453,,-2856.9804,-1.4656,,,,
Trades,Total,,Forex,DKK,,,,,-2775.212759545,-2.9552,,,, 
Trades,Total,,Forex,GBP,,,,,-322.298883884,-2.9552,,,, 
Trades,Data,Order,Forex,ILS,USD.ILS,"2025-07-17, 04:53:48",868,3.3543,-2911.5324,-1.49028,,,,
Trades,Data,Order,Forex,ILS,USD.ILS,"2025-08-08, 12:37:30",-227,3.4299,778.5873,-1.48752,,,,
Trades,SubTotal,,Forex,ILS,USD.ILS,,641,,-2132.9451,-2.9778,,,,
Trades,Total,,Forex,ILS,,,,,-2132.9451,-2.9778,,,, 
Trades,Total,,Forex,GBP,,,,,-477.133848972,-2.9778,,,, 
Trades,Data,Order,Forex,USD,GBP.USD,"2025-02-28, 14:21:55","-30,164",1.25687,37912.22668,-1.58722,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-02-28, 14:21:55",-0.29,1.25687,0.3644923,0,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-06-16, 10:15:00","3,124.65",1.361748673,-4254.9879903,-1.4736,,,,P
Trades,Data,Order,Forex,USD,GBP.USD,"2025-06-16, 11:00:18","3,677.01",1.3598,-4999.998198,-1.4736,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-08-01, 04:45:11","14,058",1.31685,-18512.2773,-1.51442,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-08-01, 04:45:11",0.074793,1.31685,-0.098491162,0,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-08-01, 04:45:41",4,1.3168,-5.2672,-1.51442,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-08-08, 12:36:40",145,1.3448,-194.996,-1.48752,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-08-08, 12:36:54",4,1.3448,-5.3792,-1.48752,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-08-08, 12:37:07",5,1.34485,-6.72425,-1.48752,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-08-12, 22:41:49",0.9367,1.35005,-1.264591835,0,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-09-08, 21:57:12",-0.3116,1.35445,0.42204662,0,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-09-19, 03:11:53","71,000",1.34962,-95823.02,-1.47558,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-12-05, 15:26:14",727.76,1.33285,-969.994916,-1.50076,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-12-22, 11:27:59","223,438.49",1.34518,-300564.9879782,-4.493326344,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-12-23, 05:57:48","219,280.3",1.35112,-296273.998936,-4.401565038,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-12-23, 07:04:35","3,990.67",1.35065,-5389.9984355,-1.48564,,,,
Trades,Data,Order,Forex,USD,GBP.USD,"2025-12-29, 09:47:05","240,274.58",1.35068,-324534.0697144,-4.808102056,,,,
